stride,feature_set,n_features,model,K0,chi,chi_err
100,add_2,21,Agglomerative,4.81,0.10077496842078104,0.014799813054992977
100,add_2,21,Agglomerative,4.82,0.06973963186986387,0.013536064593426761
100,add_2,21,Agglomerative,4.83,0.059483332559466834,0.01570544068290072
100,add_2,21,Agglomerative,4.84,0.04369466398768791,0.015930331350892106
100,add_2,21,Agglomerative,4.85,0.030278352777334372,0.008460116754160776
100,add_2,21,Agglomerative,4.86,0.01627779610086101,0.0075097730779501385
100,add_2,21,Agglomerative,4.87,0.014273974010765104,0.00487951690785853
100,add_2,21,Agglomerative,4.88,0.006874041680731355,0.0030280072839777143
100,add_2,21,Agglomerative,4.9,0.0,0.0
100,add_2,21,Agglomerative,4.93,0.0,0.0
250,add_2,21,Spectral,4.67,0.0,0.0
250,add_2,21,Spectral,4.7,0.0,0.0
250,add_2,21,Spectral,4.72,0.07228273609262988,0.01777184625047672
250,add_2,21,Spectral,4.73,0.19481249789643268,0.02234478890689507
250,add_2,21,Spectral,4.74,0.25024964347552603,0.002824268455510517
250,add_2,21,Spectral,4.75,0.14960991778601204,0.030265748031496065
250,add_2,21,Spectral,4.76,0.06065907261042026,0.01537450212597215
250,add_2,21,Spectral,4.77,0.018064637542042256,0.008939341992169185
250,add_2,21,Spectral,4.78,0.0,0.0
250,add_2,21,Spectral,4.79,0.0,0.0
250,add_2,21,Spectral,4.81,0.0,0.0
250,add_2,21,Spectral,4.82,0.0,0.0
250,add_2,21,Spectral,4.83,0.0,0.0
250,add_2,21,Spectral,4.84,0.0,0.0
250,add_2,21,Spectral,4.85,0.0,0.0
250,add_2,21,Spectral,4.86,0.0,0.0
250,add_2,21,Spectral,4.87,0.0,0.0
250,add_2,21,Spectral,4.88,0.0,0.0
250,add_2,21,Spectral,4.9,0.0,0.0
250,add_2,21,Spectral,4.93,0.0,0.0
100,add_2,21,Spectral,4.67,0.0,0.0
100,add_2,21,Spectral,4.7,0.0,0.0
100,add_2,21,Spectral,4.72,0.07821304496254859,0.011010670573106425
100,add_2,21,Spectral,4.73,0.19022074566149008,0.010679584686308474
100,add_2,21,Spectral,4.74,0.2483826080335582,0.002025029365026401
100,add_2,21,Spectral,4.75,0.14452411646821256,0.010423074898250019
100,add_2,21,Spectral,4.76,0.04456080683447693,0.00771310904107313
100,add_2,21,Spectral,4.77,0.015796707479360274,0.005128927579526079
100,add_2,21,Spectral,4.78,0.0015698587127159333,0.0015698587127158548
100,add_2,21,Spectral,4.79,0.0,0.0
100,add_2,21,Spectral,4.81,0.0,0.0
100,add_2,21,Spectral,4.82,0.0,0.0
100,add_2,21,Spectral,4.83,0.0,0.0
100,add_2,21,Spectral,4.84,0.0,0.0
100,add_2,21,Spectral,4.85,0.0,0.0
100,add_2,21,Spectral,4.86,0.0,0.0
100,add_2,21,Spectral,4.87,0.0,0.0
100,add_2,21,Spectral,4.88,0.0,0.0
100,add_2,21,Spectral,4.9,0.0,0.0
100,add_2,21,Spectral,4.93,0.0,0.0
250,add_2,21,Birch,4.67,0.0,0.0
250,add_2,21,Birch,4.7,0.0,0.0
250,add_2,21,Birch,4.72,0.02636814064014532,0.016650645525641276
250,add_2,21,Birch,4.73,0.03716708823091799,0.017163204726549162
250,add_2,21,Birch,4.74,0.10196883462461312,0.019301211540602926
250,add_2,21,Birch,4.75,0.15964501869783462,0.01980344227772152
250,add_2,21,Birch,4.76,0.2387250286952372,0.013670539986329444
250,add_2,21,Birch,4.77,0.24949584299429522,0.0030336210691061754
250,add_2,21,Birch,4.78,0.22721343622798773,0.012925984105166799
250,add_2,21,Birch,4.79,0.15641668433546607,0.0220610624007987
250,add_2,21,Birch,4.81,0.06627419971471406,0.023697824942349725
250,add_2,21,Birch,4.82,0.027199467711808593,0.01326457053134602
250,add_2,21,Birch,4.83,0.019990620719160277,0.008569455731859566
250,add_2,21,Birch,4.84,0.0038314176245210353,0.003831417624521073
250,add_2,21,Birch,4.85,0.0,0.0
250,add_2,21,Birch,4.86,0.0,0.0
250,add_2,21,Birch,4.87,0.0,0.0
250,add_2,21,Birch,4.88,0.0,0.0
250,add_2,21,Birch,4.9,0.0,0.0
250,add_2,21,Birch,4.93,0.0,0.0
100,add_2,21,Birch,4.67,0.0,0.0
100,add_2,21,Birch,4.7,0.0,0.0
100,add_2,21,Birch,4.72,0.014231838440588,0.005854348483567009
100,add_2,21,Birch,4.73,0.028148077436578413,0.008039051798193676
100,add_2,21,Birch,4.74,0.0666073267869613,0.011568870498473442
100,add_2,21,Birch,4.75,0.16009455366505057,0.013093361107389626
100,add_2,21,Birch,4.76,0.22320455074131482,0.010865649753619682
100,add_2,21,Birch,4.77,0.25033904677799895,0.0004135781375563928
100,add_2,21,Birch,4.78,0.2391082973928619,0.004500731573815675
100,add_2,21,Birch,4.79,0.20769293056132887,0.008630339930224504
100,add_2,21,Birch,4.81,0.10077496842078104,0.014799813054992977
